,TotalPop,Total; Estimate; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 44 years,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 74 years,Total; Estimate; AGE - 75 years and over
1205,312495,17177,16795,18288,19852,42919,49733,21700,16296,21954,13576
1206,19666,1290,1740,977,1114,1566,2589,1486,1433,2518,2187
1207,1039198,49667,56442,67087,71268,143117,152008,69268,60621,74532,60694
1208,905161,50872,69362,67984,65567,123246,130601,57464,49884,60123,36005
1209,49071,2531,2508,2315,2599,5736,8125,3833,3145,5068,3095
1210,110979,6229,7450,7644,7123,14306,17145,7387,5300,7594,4946
1211,25801,2209,3100,1759,1546,3067,3408,1719,1527,2218,1663
1212,37461,1570,1814,1898,1659,4008,5144,3084,2664,5332,4384
1213,149546,6994,9338,9874,9383,19543,22651,9971,9036,12426,10421
1214,102014,7406,10769,6239,5770,11395,13127,6568,5918,8052,6069
1215,51559,2012,2866,2484,2203,5379,7484,4051,4056,7223,5527
1216,619796,31645,52037,61135,51356,75023,82846,39597,35138,42074,32987
1217,213900,9113,11008,8867,9192,20327,31349,17996,18612,31000,27115
1218,127751,7492,8376,6605,6638,13956,19490,10699,9638,13774,12314
1219,557016,30191,38255,33795,33348,71569,85564,38880,33270,45876,38688
1220,17275,702,745,882,658,2374,2671,1397,1554,1970,1268
1221,775860,41531,49907,45404,44530,95028,118638,55886,47675,62651,53212
1222,70926,3044,4144,4089,4109,8361,10917,6421,6018,7284,5069
1223,469188,28790,35484,29834,28088,54860,66714,32248,28721,37129,32773
1224,161197,16738,24157,8557,7911,16279,21288,11410,9997,12787,9890
1225,1582857,84809,104405,120126,114308,209156,232004,105950,87767,114961,98752
1226,10912,465,424,699,966,1525,1551,742,716,842,576
1227,694389,36440,40654,42745,41961,89331,107883,49396,41882,55179,50390
1228,509114,28168,30092,25601,25968,63094,81263,37555,33141,45654,33019
1229,780685,45953,84169,96150,71734,97710,88473,40435,34917,44956,37029
1230,818249,48040,55696,49471,48501,104841,128609,59252,47355,60656,50604
1231,10413,380,352,312,327,835,1472,1015,1053,2095,1485
1232,9254,322,532,583,520,1023,1356,768,910,1201,969
1233,114145,6150,6203,6065,6481,13875,17059,8368,7259,9764,6734
1234,28730,1329,1559,1367,1511,3110,4402,2608,2060,3229,2910
1235,23133,1028,996,925,1053,2279,3401,1903,1991,3336,2409
1236,15238,744,778,688,779,1576,2356,1371,1270,1982,1395
1237,8580,299,574,775,615,1040,1302,651,608,942,660
1238,59607,3084,3126,2936,3313,7020,9143,4362,4380,5762,3958
1239,105350,4862,6721,6230,6197,12412,15537,8362,7360,10373,8568
1240,17462,775,781,800,815,1863,2565,1414,1402,2344,1728
1241,154948,8149,9486,8711,8858,18071,22124,11734,10428,14716,12199
1242,43543,2144,2438,2518,2617,5251,6207,3360,2735,4098,3046
1243,134327,7446,8839,7863,8109,16222,18714,9556,8914,11689,9753
1244,51397,2921,2835,2260,2642,6092,7729,4216,3843,5859,3725
1245,26160,1259,1246,1244,1280,2716,3916,2294,2045,3157,2264
1246,25475,1181,1268,1060,1146,2742,3688,2171,2257,3586,2550
1247,38023,2163,3373,2389,2365,4939,5438,2848,2205,3483,2616
1248,30597,1399,1696,1536,1452,3284,4369,2261,2736,3913,2633
1249,77321,4252,5513,4249,4311,9317,11715,5772,4700,6576,4790
1250,13821,639,654,569,647,1311,2301,1219,1132,1897,1273
1251,36395,1617,1903,1705,1901,3963,5291,3178,2937,4004,3559
1252,25694,1201,1321,1302,1368,2771,4007,2162,2023,2678,2524
1253,108586,5950,6872,6749,6425,12845,15879,8709,7022,10018,7035
1254,32978,1848,1798,1763,1759,3730,4716,2719,2590,3488,2720
1255,410881,23024,27133,23938,24404,51292,60075,30383,25971,34788,28086
1256,25324,1133,1223,1108,1122,2572,3587,2175,2053,3702,2499
1257,15577,647,968,912,815,1789,2304,1197,1390,1871,1755
1258,91222,4205,5209,5697,5924,10628,13293,7291,6243,8205,6446
1259,41319,2496,3503,2728,2645,5153,5945,2634,2579,3495,3161
1260,45909,2785,3079,2383,2395,5174,6558,3537,3268,4560,3307
1261,36333,3099,5435,2077,1834,3350,4053,2086,2331,3151,2599
1262,31750,1502,1547,1451,1545,3300,4722,2707,2520,3913,3513
1263,286185,23650,39429,20853,18307,31033,33343,17440,15703,18763,13815
1264,64147,3356,4309,3974,4369,8959,9543,4265,3817,4814,3276
1265,25317,1040,1151,1054,1039,2308,3635,2386,2070,3984,3040
1266,11291,467,425,427,507,1022,1612,1123,1084,1626,1579
1267,70572,7847,15147,4817,3690,6432,7283,3973,3114,4237,3275
1268,158989,8791,10350,9623,9441,19779,23695,12263,9841,13754,10920
1269,259830,15774,31499,17215,16327,29587,31262,15690,14946,18374,15338
1270,17358,841,829,904,889,2044,2599,1405,1307,1985,1191
1271,636376,34307,45664,48399,43830,77082,84490,40512,33616,40097,33959
1272,2136,88,68,81,68,218,278,153,274,402,250
1273,11669,503,432,440,490,1164,1615,1099,1042,1848,1100
1274,88205,5067,5017,4144,4424,10810,14736,7457,5964,8257,5237
1275,21564,985,983,850,872,1928,2899,2006,2143,3246,2628
1276,98585,5652,6784,5380,5501,12133,14212,7281,6785,9146,6881
1277,186946,10712,9932,8781,9665,23145,31858,15073,11938,16088,9806
1278,6406,260,385,358,473,851,955,427,521,711,570
1279,10836,530,444,433,479,1108,1655,957,1058,1573,1149
1280,864019,43080,53629,52976,51890,111760,130868,61796,53258,70382,59645
1281,24432,1137,1402,1117,1140,2534,3565,2277,1949,3151,2394
1282,67145,4322,7744,4097,3983,7086,8692,5277,4686,5982,4837
1283,28800,1293,1576,1437,1433,3011,3996,2347,2377,3404,2526
1284,43181,4016,5620,2549,2033,4130,5129,2670,2872,4176,2912
1285,23389,1158,1165,1048,1133,2488,3631,2108,1971,2676,2288
1286,83489,4632,5354,5014,4736,9955,12816,6616,4916,7022,6221
1287,14982,745,777,793,848,1560,2161,1136,1064,1633,1178
1288,149619,8002,9204,8142,8327,18538,23523,11856,10314,12882,9755
1289,62956,3286,3701,3757,3985,7800,9320,4667,3849,5622,4161
1290,9290,309,356,340,383,815,1308,1055,869,1538,1157
1291,172707,9189,11133,10529,10671,20808,24195,13077,10436,14086,11089
1292,47899,2534,2715,2595,2486,5408,7152,3538,3430,4814,3467
1293,1241860,63340,70312,74104,76047,162275,191285,92380,79230,101503,77685
1294,26317,1280,1667,1249,1332,2787,3768,1971,1833,2878,1973
1295,20979,986,1056,907,1003,2152,2972,1913,1693,2934,2127
1296,6072,260,186,188,211,526,982,594,711,1147,781
1297,23221,1269,1206,1181,1222,2581,3266,1778,1655,2453,1811
1298,8304,392,367,361,334,742,1171,785,726,1256,902
1299,24247,1331,1330,1201,1231,2698,3711,1883,1734,2572,1955
1300,280243,20007,25129,15314,16305,32532,36466,16977,14681,19400,15588
1301,12854,542,516,418,529,1213,1797,1158,1322,1995,1695
1302,23934,966,912,928,893,2017,3351,2458,2330,4137,2880
1303,193803,11492,14415,11686,10738,22424,27119,14919,12606,17838,14805
1304,159761,8536,9328,8271,8469,19584,25804,12140,11389,14784,11069
1305,60890,3329,3432,3559,3624,7086,8335,4163,4079,5427,4325
1306,41535,2231,2142,2015,2111,4668,6208,3310,3049,4429,3554
1307,8114,409,383,299,343,902,1210,704,810,1046,870
1308,68617,4120,4166,3605,3895,8419,10678,5095,4686,6285,4736
1309,53569,2940,3108,2808,2894,6405,8240,4294,3826,5579,4088
1310,75190,4290,4196,3837,4373,8826,11074,5507,5622,6814,4802
1311,361509,27271,45348,26355,23462,42215,45518,21801,19496,24135,16636
1312,1763822,97055,129032,114368,107569,226144,251041,125782,105976,131404,108305
1313,32915,1487,1768,1945,1904,3681,4761,2364,2353,3230,2371
1314,15841,651,558,561,665,1309,2248,1395,1444,2749,1875
1315,344861,17861,19613,21451,23412,46330,54772,24023,19023,23688,14739
1316,33552,1603,1643,1686,1863,3487,4398,2491,2536,3492,2721
1317,45847,3120,4686,2819,2719,4640,5253,2807,2800,3546,2796
1318,39360,1739,2549,3165,3181,5010,5259,2546,1864,2645,2501
1319,5039,188,245,214,262,429,721,417,387,585,728
1320,65767,5190,10828,4951,4089,6459,6907,3641,3455,4187,3945
1321,25243,1402,1682,1329,1404,2515,3580,1846,1776,2330,2667
1322,35408,1686,1926,1973,2192,4445,5283,2558,2377,3030,2594
1323,98799,5759,4723,4737,6126,13897,16296,6718,4389,5226,3932
1324,28810,1186,1304,1215,1346,2766,3986,2231,2470,4065,2542
1325,12040,592,668,671,747,1183,1699,892,866,1131,1260
1326,54297,2943,2920,2893,3362,7205,9125,4067,2877,4221,2948
1327,62040,4521,7041,4191,4243,6808,7219,3611,2909,3739,3828
1328,8824,435,433,419,461,982,1178,643,620,915,750
1329,5270,158,252,259,232,567,758,445,603,741,484
1330,11437,533,641,528,648,1170,1459,861,722,1182,1388
1331,63505,2843,3415,3342,3823,6741,8615,4611,4536,7139,5507
1332,414655,21713,22921,26379,28574,55060,64008,28766,22700,27753,19605
1333,20485,1074,1060,1061,1218,2763,3006,1395,1035,1419,1218
1334,36891,1627,2119,2029,2138,3891,4926,2722,2550,4099,3625
1335,13966,678,656,711,742,1419,1958,1254,955,1558,1648
1336,20825,960,1021,987,1197,2285,2810,1646,1353,2040,2119
1337,30619,1317,1659,1627,1716,3254,4467,2299,2050,3236,3292
1338,46138,2247,2398,2456,2722,5237,6931,3745,2976,4320,3969
1339,5923,258,282,276,329,625,798,488,395,684,679
1340,1224763,56641,79641,105057,98142,157363,166475,81168,67218,79771,66168
1341,18709,928,929,901,1039,2003,2873,1584,1348,1821,1789
1342,20743,955,813,844,1017,2063,2950,1746,1657,2745,1946
1343,38584,1969,2035,2302,2581,4728,6090,2817,2040,3055,2268
1344,45237,2119,2222,2121,2382,4822,6349,3589,3977,5236,4038
1345,10104,469,532,547,613,1107,1396,888,569,938,1107
1346,15948,832,818,798,877,1873,2360,1227,1252,1685,1211
1347,42577,1995,2966,2525,2662,4477,5697,3132,2901,3687,3501
1348,4384,211,204,165,190,439,636,384,353,488,550
1349,12776,624,585,622,653,1373,1909,1154,1162,1441,1281
1350,6840,345,282,277,329,637,977,626,578,775,944
1351,10578,435,445,544,520,1046,1526,960,912,1317,1317
1352,3841,168,169,155,158,392,656,349,409,476,364
1353,27810,1310,1428,1432,1614,3408,4276,2171,1644,2424,1897
1354,5724,267,237,259,279,599,750,440,376,637,811
1355,25789,1554,2046,1770,1719,2876,3267,1774,1369,1740,1860
1356,35816,1786,1981,2045,2213,4455,5197,2604,1968,3236,2924
1357,5500,258,316,266,294,541,662,353,354,494,414
1358,9397,454,452,483,539,1015,1348,758,617,924,931
1359,20084,931,980,995,1149,2145,2724,1757,1387,2031,2345
1360,23105,1175,1095,1145,1285,2674,3248,1735,1614,2148,1916
1361,25635,1180,1294,1470,1606,3052,3698,1862,1477,2441,2049
1362,32880,1597,1700,1821,2087,3637,4827,2596,2093,2980,2661
1363,39386,2178,2500,2020,2309,4472,5246,2723,2281,3153,3766
1364,8394,430,355,376,443,803,1168,755,611,979,1026
1365,33477,2415,2764,2377,2228,3962,4193,2164,1969,2420,2026
1366,21854,1326,1287,1332,1377,2427,2741,1592,1181,1580,1710
1367,6589,337,328,276,322,718,954,553,424,676,776
1368,151685,7200,8165,10723,11644,18694,20725,10387,7995,10729,9432
1369,57790,2731,2782,2685,3014,5520,8230,4726,4317,6679,5980
1370,14197,671,914,980,938,1672,1835,876,988,1183,1087
1371,29057,1341,1432,1636,1836,3537,4606,2407,1877,2963,2243
1372,9229,465,453,475,500,980,1271,672,577,811,1071
1373,31564,1821,2202,1925,1869,3241,4366,2295,1956,2694,2655
1374,10932,471,493,566,607,1113,1439,875,857,1287,1200
1375,537893,29000,42313,45470,39698,62114,67466,34366,30127,35791,31074
1376,4017,184,174,187,257,442,562,387,221,391,356
1377,15430,833,737,754,803,1632,2130,1098,1022,1573,1682
1378,14798,742,751,701,840,1648,2211,1222,1056,1433,1586
1379,65251,4994,6334,3496,3960,7742,9060,4186,3480,4761,4055
1380,9433,519,410,431,556,1070,1249,664,624,902,1005
1381,15537,938,768,710,870,1891,2509,1168,997,1298,1077
1382,200294,12051,18229,11829,11796,21355,27029,15634,14719,17944,15801
1383,141463,7624,6608,7738,9987,21762,21874,7761,6210,7415,4828
1384,92024,4976,5424,5664,6411,13476,14026,5527,4031,5138,3481
1385,14888,789,725,761,835,1819,2266,1192,796,1287,1306
1386,155300,11058,16566,9684,9738,16809,20019,9682,8074,10400,9400
1387,36612,1951,2074,1994,2243,4386,5244,2299,2394,2845,2822
1388,9759,841,1374,535,573,853,1008,677,452,697,937
1389,9448,453,495,427,624,1002,1328,739,637,920,1071
1390,24423,1244,1306,1151,1227,2549,3468,1918,1729,2595,2009
1391,3357,151,166,127,176,342,486,285,204,360,529
1392,21490,1022,1033,1107,1179,2410,3258,1521,1614,2166,1809
1393,13626,674,702,679,723,1396,1809,940,896,1501,1492
1394,18898,884,943,1321,1477,2365,2609,1446,1134,1522,1483
1395,250979,13530,13157,13950,15736,32706,39670,17633,14795,17953,12253
1396,10936,463,627,614,809,1043,1391,929,604,978,1123
1397,6398,289,300,299,371,701,1044,438,506,561,617
1398,50992,4496,7422,3074,2950,4861,6220,3554,2837,3976,3506
1399,131130,6756,6020,7360,9306,18997,19029,7309,6422,8226,5589
1400,9930,538,530,556,628,1029,1379,804,617,952,1065
1401,31583,1437,1986,2060,2061,3886,4486,2893,1875,2821,2430
1402,37242,1754,2305,2138,2453,4760,5040,2509,2171,3703,2504
1403,12574,517,564,719,747,1359,1802,842,1209,1539,1059
1404,18731,954,1125,1026,1081,2148,2472,1104,1369,1966,1585
1405,8306,503,526,386,448,1254,1071,546,582,811,602
1406,33121,2221,2695,2347,2223,3845,4114,2178,2028,2812,1764
1407,14617,754,908,751,816,1838,1977,979,1027,1380,1159
1408,10221,562,585,301,698,1252,1382,861,736,1319,773
1409,17305,978,1181,1047,1061,2048,2354,966,1238,1448,1168
1410,8360,470,482,378,459,953,1163,553,631,890,674
1411,9106,902,1238,480,458,859,981,680,503,788,585
1412,16089,779,1068,887,903,1931,2233,1303,996,1671,1241
1413,19990,985,1408,1211,1181,2375,2660,1526,1231,1783,1418
1414,24296,1616,1931,1603,1562,2712,3133,1694,1340,1819,1433
1415,28748,1756,2112,1642,1682,3338,3909,1835,2104,2450,1831
1416,19172,919,1364,1186,1175,2253,2558,1079,1143,2039,1375
1417,173267,9687,10134,10207,11769,25333,23719,10052,8475,11762,7323
1418,75835,5362,8673,6110,5283,8740,8965,3714,4108,5311,4056
1419,7772,281,485,371,449,790,1173,558,594,750,623
1420,23545,1128,1523,1582,1387,2929,3174,1389,1284,2072,1123
1421,13801,521,990,1059,1324,2230,2035,943,744,1054,633
1422,21379,1412,1411,909,1322,2746,3012,1667,1190,1998,1481
1423,46277,2272,2732,2491,2635,5490,6741,3266,3145,4901,2998
1424,200491,10569,15157,14534,13857,24175,26520,13207,10316,14605,10578
1425,243249,15512,20976,18494,17063,29178,31469,16255,12840,16218,12455
1426,18267,1274,1578,1138,1120,1983,2368,1218,960,1368,1147
1427,8678,480,647,538,588,948,1176,676,507,693,537
1428,1296,54,57,79,144,177,176,136,48,174,83
1429,23439,1675,1605,1266,1349,2963,3150,1552,1335,2306,1640
1430,141314,7102,9067,8949,9273,18446,19947,9731,8126,11642,7645
1431,16547,893,988,884,943,1874,2275,1136,1242,1671,1249
1432,7463,538,559,498,649,679,983,563,458,592,494
1433,11639,599,819,645,534,1505,1653,908,816,1385,842
1434,68328,3750,4443,4327,4435,7973,8882,4577,4082,5729,4498
1435,10082,696,806,522,652,1254,1295,842,508,895,777
1436,52744,6046,8138,4091,3118,5666,5057,2487,2562,3234,2363
1437,60517,2930,4640,4740,4367,8147,7515,3239,3142,4035,2571
1438,78221,4361,5824,5408,5197,9531,10484,5113,5087,6368,5380
1439,12659,616,802,662,690,1508,1806,839,925,1174,804
1440,22936,1496,1476,1413,1598,2637,2956,1432,1250,1793,1424
1441,84840,4211,5421,5351,5892,11244,11470,5599,4310,6721,5061
1442,30113,2059,2609,2208,2165,3703,3706,2085,1565,2119,1768
1443,34542,1652,2468,1769,2208,4347,4670,2156,2386,2911,2335
1444,59558,3114,4736,4109,3749,7254,8012,4132,3355,4689,3639
1445,102212,5505,5975,6667,6945,13646,14285,6436,5786,7023,4998
1446,25466,1224,1619,1692,1642,3160,3453,1782,1628,2344,1836
1447,35981,1777,2839,2192,2252,4333,5302,2771,2350,3135,2127
1448,35967,1748,2268,2135,2084,4365,4977,2275,2556,3519,2722
1449,10309,493,825,330,481,1217,1499,752,717,1079,849
1450,29437,1575,1858,1731,1770,3613,3635,2069,1601,2290,1909
1451,21437,1505,1339,1132,1107,2879,2766,1348,1231,1905,1520
1452,10942,592,740,817,660,1311,1369,857,597,907,757
1453,49392,4858,11585,3645,2888,4247,4518,2203,2134,2750,2111
1454,34229,1931,2308,2150,2068,4177,4666,2312,2057,2774,1971
1455,55049,3576,3431,2863,2969,6590,7677,4189,3367,5618,3468
1456,12047,654,722,711,714,1507,1689,741,890,1170,844
1457,39763,2260,2615,2355,2395,4622,4993,2508,2637,3436,2629
1458,31075,1774,1973,1958,1710,3867,4198,1943,1688,2360,1906
1459,25389,1752,1659,1491,1503,3071,3359,1550,1538,2339,1849
1460,7537,396,564,467,422,953,1072,530,500,689,470
1461,149645,6993,8652,10399,11128,21434,19965,9673,7808,11241,7450
1462,28399,1519,1723,2058,1832,3607,3633,1759,1701,2123,1598
1463,4631,286,317,323,252,520,623,466,260,346,328
1464,27215,1502,1629,1669,1636,3238,3581,2026,1639,2375,1781
1465,16114,864,1055,726,848,1904,2320,1188,1018,1622,1111
1466,17981,1221,1392,1004,1029,2484,2422,1360,1009,1421,955
1467,26915,1543,2357,2284,2127,3473,3788,1691,1551,1790,1345
1468,14552,437,1472,1804,1396,2271,1791,1007,715,1086,866
1469,28333,2292,1725,1608,1861,3298,3796,1772,1833,2511,1525
1470,21993,1208,1427,1148,1177,2939,3052,1312,1357,2111,1372
1471,19476,946,1153,962,999,2425,2837,1448,1219,2143,1583
1472,10276,498,762,848,810,1299,1213,513,684,602,460
1473,28202,1388,1729,1648,1696,3791,3682,1644,1655,2430,1859
1474,14670,1026,767,751,839,1898,1854,1078,929,1313,1247
1475,47510,2258,3059,2849,3169,5696,6593,3878,2819,3998,2804
1476,48002,2922,3430,3065,3048,5542,6536,3718,2928,3783,2775
1477,20458,1256,1344,1208,1275,2452,2727,1526,1070,1754,1376
1478,9868,445,607,529,533,1236,1497,655,667,914,717
1479,9084,350,736,703,631,1161,1232,601,675,789,603
1480,18482,969,1137,1005,1113,2172,2487,1179,1413,1839,1412
1481,12426,474,878,635,552,1602,1638,862,958,1272,938
1482,27496,1439,2023,1972,2041,4323,3619,1809,1281,1841,1583
1483,25437,2942,4891,1339,1166,2228,2666,1356,1344,1898,1591
1484,17358,894,972,828,996,2185,2543,1338,1163,1670,1288
1485,5335,260,280,259,265,602,752,437,376,696,577
1486,25763,1378,1559,1702,1669,3130,3502,1692,1596,2275,1969
1487,35398,1871,1858,1855,1853,3888,5035,2469,2687,4017,2880
1488,11942,710,623,550,756,1300,1683,978,703,1179,1063
1489,16405,835,827,920,954,1798,2404,1254,985,1653,1452
1490,18918,773,714,736,732,1763,2571,1576,1899,3120,2072
1491,12347,659,697,627,701,1424,1849,929,909,1276,879
1492,174589,12603,26852,14128,12063,19260,19233,9424,8526,9806,7411
1493,89425,4296,6939,6638,6120,10796,12116,5976,5171,6937,5889
1494,42826,2205,2573,2471,2685,5092,5777,2997,2974,4023,3338
1495,9046,450,422,438,518,1032,1316,685,595,936,733
1496,44793,2974,3505,2853,2915,5464,6508,2956,2878,3738,2438
1497,44855,1687,2109,2008,2112,4240,6067,3872,3984,6885,3699
1498,78013,4704,8140,4985,4738,8611,9916,5165,4446,6204,5537
1499,8909,526,506,407,487,1072,1216,640,619,982,832
1500,6255,341,337,316,340,708,888,506,398,634,462
1501,101888,5353,5572,5472,6266,13327,14380,7061,5688,8485,6538
1502,13862,647,652,599,704,1503,1761,1090,871,1751,1454
1503,7586,359,354,351,422,766,1033,637,496,822,895
1504,83028,3935,4430,4825,5577,11233,10948,4773,4914,6648,4463
1505,6807,318,345,341,365,777,1000,428,573,724,597
1506,236068,11862,13336,15974,16964,32479,32370,14709,12748,16514,11898
1507,20495,1102,1083,1074,1159,2467,3086,1586,1207,1910,1522
1508,76749,3905,4914,5220,5536,9937,10954,5431,4596,5813,4527
1509,17620,942,1296,1256,1198,1976,2360,1243,1064,1518,1342
1510,24387,1233,1340,1420,1560,2780,3513,1679,1674,2450,1832
1511,7581,409,345,295,356,834,1126,713,509,897,762
1512,16441,809,831,863,849,1802,2404,1394,1021,1755,1331
1513,8300,429,459,399,429,949,1055,605,525,887,628
1514,12564,544,873,1025,1017,1964,2018,871,655,1024,932
1515,15566,737,749,858,831,1653,2240,1062,1154,1727,1375
1516,13391,617,661,665,650,1363,1867,1221,981,1680,1269
1517,30905,1825,1797,1623,1753,3641,4316,2277,1718,2920,2475
1518,102413,4791,6155,6271,5962,12025,15887,7498,6174,8717,6673
1519,14769,708,765,696,743,1589,2202,1178,1086,1655,1490
1520,6688,340,390,380,394,690,919,520,351,628,726
1521,286759,15412,30543,20847,19184,33075,35036,17212,16200,22751,19606
1522,10111,553,631,629,529,977,1303,593,684,1104,1067
1523,8615,367,410,513,453,886,1117,614,579,909,920
1524,21834,950,1082,1184,1200,2557,3153,1620,1495,2464,1937
1525,9352,432,325,314,345,782,1263,752,815,1732,1208
1526,4499,166,216,234,230,506,677,375,347,498,531
1527,10144,685,852,531,585,985,1381,806,663,914,718
1528,40139,1768,2460,2321,2436,4584,5315,2640,2541,3998,3337
1529,10286,503,565,506,567,1229,1500,793,788,1083,783
1530,688554,32710,45177,52713,49398,85650,93546,45784,38835,49538,40474
1531,118522,6205,8541,8198,8027,14638,14959,7821,6079,8770,7205
1532,222639,10998,13197,13623,14821,29280,34447,15821,13544,17632,10640
1533,53941,3863,8756,4074,3488,5563,6213,2954,2473,3483,2701
1534,3976,222,209,187,185,426,589,300,237,454,366
1535,35488,1861,2060,2057,2374,4207,5028,2531,2039,3358,2437
1536,32655,1852,1861,1900,1734,3835,4822,2317,2088,3030,2741
1537,38131,2115,1917,2020,2166,4743,5113,2774,2181,3509,2991
1538,10078,627,817,550,603,1061,1372,741,544,940,837
1539,54800,3073,3149,3309,3764,6770,8070,4081,2579,3904,2523
1540,12248,637,643,583,672,1341,1686,993,790,1274,1168
